,GENDER,How important is attractiveness to you?,How important is sincerity to you?,How important is intelligence to you?,Import_of_Fun,Import_of_Amb,Import_of_Shar,Exp_of_Attr,Exp_of_Sinc,Exp_of_Int,Exp_of_Fun,Exp_of_Amb,Exp_of_Shar
5363,Female,9.0,17.0,23.0,15.0,14.0,22.0,25.0,7.0,8.0,25.0,10.0,25.0
5364,Female,9.0,17.0,23.0,15.0,14.0,22.0,25.0,7.0,8.0,25.0,10.0,25.0
5365,Female,9.0,17.0,23.0,15.0,14.0,22.0,25.0,7.0,8.0,25.0,10.0,25.0
5366,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5367,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5368,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5369,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5370,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5371,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5372,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5373,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5374,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5375,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5376,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5377,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5378,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5379,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5380,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5381,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5382,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5383,Female,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
5384,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5385,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5386,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5387,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5388,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5389,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5390,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5391,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5392,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5393,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5394,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5395,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5396,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5397,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5398,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5399,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5400,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5401,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5402,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5403,Male,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0
5404,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5405,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5406,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5407,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5408,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5409,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5410,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5411,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5412,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5413,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5414,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5415,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5416,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5417,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5418,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5419,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5420,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5421,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5422,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5423,Male,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0
5424,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5425,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5426,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5427,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5428,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5429,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5430,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5431,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5432,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5433,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5434,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5435,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5436,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5437,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5438,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5439,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5440,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5441,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5442,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5443,Male,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0
5444,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5445,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5446,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5447,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5448,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5449,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5450,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5451,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5452,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5453,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5454,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5455,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5456,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5457,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5458,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5459,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5460,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5461,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5462,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5463,Male,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0
5464,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5465,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5466,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5467,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5468,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5469,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5470,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5471,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5472,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5473,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5474,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5475,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5476,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5477,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5478,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5479,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5480,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5481,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5482,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5483,Male,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0
5484,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5485,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5486,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5487,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5488,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5489,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5490,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5491,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5492,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5493,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5494,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5495,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5496,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5497,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5498,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5499,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5500,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5501,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5502,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5503,Male,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0
5504,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5505,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5506,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5507,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5508,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5509,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5510,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5511,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5512,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5513,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5514,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5515,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5516,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5517,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5518,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5519,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5520,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5521,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5522,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5523,Male,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0
5524,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5525,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5526,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5527,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5528,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5529,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5530,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5531,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5532,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5533,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5534,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5535,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5536,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5537,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5538,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5539,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5540,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5541,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5542,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5543,Male,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0
5544,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5545,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5546,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5547,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5548,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5549,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5550,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5551,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5552,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5553,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5554,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5555,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5556,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5557,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5558,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5559,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5560,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5561,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5562,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5563,Male,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0
5564,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5565,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5566,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5567,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5568,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5569,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5570,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5571,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5572,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5573,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5574,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5575,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5576,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5577,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5578,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5579,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5580,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5581,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5582,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5583,Male,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0
5584,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5585,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5586,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5587,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5588,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5589,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5590,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5591,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5592,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5593,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5594,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5595,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5596,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5597,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5598,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5599,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5600,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5601,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5602,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5603,Male,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0
5604,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5605,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5606,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5607,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5608,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5609,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5610,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5611,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5612,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5613,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5614,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5615,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5616,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5617,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
5618,Male,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0
